sample,alpha,kappa,beta_0,beta_1
100,-0.44240704229130795,1.7794143550301857,0.09497400059986487,0.25057335333226194
101,-1.1072851931797272,1.6443496571576393,0.0772189049762887,0.1959818492572018
102,0.23563443041018572,4.185143162012914,0.14197170029902195,0.3591635905578203
103,0.12679398599863556,2.539623199960758,0.17995531804395037,0.26747740892257416
104,0.8774267102237441,3.8095782591072918,0.23526388331896494,0.43741942990576155
105,1.452211445978448,4.2905321524694005,0.20339694647951803,0.3438053442326061
106,0.39773081490571827,4.003302341402483,0.33229482636575974,0.6806652541205286
107,0.29306557670596484,4.2760554870864835,0.38644146837477084,0.5994459845505777
108,0.48126793329730233,4.1410880047431275,0.3620524717278926,0.6182862089344331
109,0.7807776646361689,3.0225611275322573,0.18507584983457723,0.2466416080084935
110,0.128148750105143,4.046958775864214,0.16792197754321578,0.3708254305931279
111,-0.02838230512095589,3.911847010492753,0.21396814585770735,0.47211025021095165
112,-3.9536251678393035,3.812481996182985,-0.07214843436860346,0.3638305856189167
113,1.8935635682475322,4.087859232299718,0.49275642807530895,0.7151323832728137
114,-0.04766360513921013,4.663635982305445,0.3244027742995573,0.6291895628605564
115,2.1389255887264023,3.589553825349184,0.358510717735935,0.4570222210852619
116,5.737642789943375,3.2071196600972156,0.5508280561417246,0.3051277677849358
117,-0.9021488428981912,1.7618117024293576,0.24863647366774883,0.6048506534074795
118,-1.1990631281801836,1.4607936124824366,0.24131493243168609,0.6082335239563685
119,-0.15624667432821523,1.9794777364378788,0.39396189317368063,0.7546653105554532
120,-1.8486628600277217,1.3449113912882849,-0.08229481542178409,0.09773452059420915
121,0.4448792900056542,3.5018919065772574,0.2889186520364231,0.5161987795047801
122,-0.46340477202221136,3.1205188421518084,0.15131642571471404,0.37853738291746075
123,-0.2966805796258612,3.0913303389808835,0.12773109163105908,0.4095298759801722
124,0.7697742091635653,2.6035034260263763,0.2898928282790754,0.6019436515793666
125,-0.20288109498932122,2.2455530130157375,0.2125053176634062,0.4132190268159627
126,1.707132307055586,1.9814371317907393,0.5728342606229696,0.9007112103005067
127,0.6143058527571951,5.2879008495327575,0.4388616743727561,0.815232499573422
128,2.432365403590374,1.989392668195596,0.2706419467356263,0.22281723470500944
129,-0.5721015867788908,6.534279698964452,0.3164544817556071,0.7032162655489667
130,1.9641116009420077,1.858935013688428,0.18594472983495863,0.2172521374603371
131,1.7160784815395533,4.069836505721401,0.4532943376966239,0.5866328249776769
132,2.318341413812847,4.135743303905685,0.4174608525015433,0.607836627427245
133,1.624985348298328,4.228238789008552,0.4729211683066651,0.7296394449373061
134,-0.020921515577408862,4.769632100623185,0.26913387750992546,0.5056544040587704
135,5.232784973281891,4.230932309385217,0.5815066188365825,0.521435787966227
136,4.559591787575479,3.7218427985884683,0.5546777175992654,0.5015567528713525
137,-0.3981434522461863,6.050693651523767,0.34726635673065936,0.7055140169012155
138,3.1098743530924486,8.804689289491094,0.38050900287859946,0.4101124924156775
139,2.4222782760598385,10.065412729738512,0.30767749867831656,0.35564031747992536
140,4.625283986703631,2.419388315864934,0.6177086569826121,0.6539874718427129
141,2.9626163508350976,8.426964201050422,0.5513260106023553,0.7415660594500559
142,0.22130429183792213,2.6013215705373467,0.22430820359260487,0.36914996177992715
143,-3.345041891893684,2.028643332299399,0.0189542079930295,0.40466894565606676
144,-0.21348446198328813,3.3140782878858865,0.19023194190347015,0.4368864197785019
145,0.9432066375110377,4.827962957137141,0.3459638691378075,0.5347272657759221
