sample,alpha,kappa,beta_0,beta_1,beta_2
259,0.5447594045778461,2.8575284761664372,1.4589078266956297,0.2012077607042573,0.3757497259081383
260,0.7095976758030172,3.140488959916025,1.2307961681604613,0.1906432055369716,0.3264055325837766
261,-2.5866743348485555,2.6190364373753168,1.235605946026487,0.11479090178377085,0.551488036693874
262,-2.7170909787183164,2.4561876537910083,1.238791604557574,0.11193502851413892,0.5816170847123873
263,-1.060629841675148,2.7446894136137345,0.23371336036517498,0.25447458483411495,0.5847292279396076
264,3.505226326494383,6.727181119666542,0.7378905633288106,0.5309199249694481,0.5701662246103728
265,-1.9408393545703562,3.9617929975793755,1.509767594071919,0.19125619717308148,0.6648076698748656
266,-0.7367035535920294,9.375465231459469,0.7085532699127062,0.007540958664030173,0.22107101741094767
267,-1.5140625894205357,3.2411382535151843,1.5198203343874732,0.19729862659785052,0.66511723561677
268,-1.490814240990588,3.170346528592021,1.5678358278865163,0.1702616447712192,0.6779424019225826
269,-0.6798251036612841,4.9728707007779915,1.3144785596793473,0.2773887607697653,0.7216630234477583
270,0.3539510041309458,1.3243087062450463,0.5202121674159589,0.5058714886091072,0.805550215157185
271,-0.455124831547802,0.8288203676151316,0.7412863712650491,0.36780550291428915,0.7903351106351049
272,-1.4403476852787338,1.2529462931706887,1.425683322630374,0.39053098768721134,0.810229401298514
273,-0.13652498109068317,1.1274573566153148,1.330616238762841,0.36429542906561085,0.8656114404506418
274,-1.2271743288057217,4.56905876321745,1.495866908133873,0.0044206317579831,0.33544578564123306
275,-1.1459169703210161,4.927955345962938,1.6078688097128018,0.05706619718764999,0.24103307009800887
276,-1.6577467053093957,12.072586582882163,2.6048227786317915,0.2621465136577977,0.7250145479932966
277,-1.7387367320167375,1.516876510947796,0.15726858458658363,-0.23950863791390956,-0.20199600504336934
278,1.899764094379072,5.553294740830839,1.3602736361128198,0.609079311981716,0.9598029154977381
279,1.1842235907858518,6.3932998248352755,1.5318130844006472,0.6219765956615493,1.0995584786182522
280,-0.912827471506055,4.895490880150146,0.7272337460993079,0.07036979972001382,0.2191112634169249
281,-2.751228300560489,4.193562372057278,0.8189527077112472,0.1881116777664188,0.606045665755374
282,-0.11440221355560652,2.9757085070457374,0.38085233826220083,0.042979122156438836,0.24075367177589727
283,-0.26676421589634286,2.318518101050649,0.4619346567130929,0.049112085929893134,0.16268859813791195
284,0.5403656561381968,3.554182201123308,1.5617541826634607,0.10189931741499461,0.2001767147690129
285,0.24281878742693222,8.84365518884735,0.6799350288239224,0.30499415970848553,0.589937225471275
286,0.8486064739531439,5.873503931506005,0.620912541459842,0.15504209568854288,0.1960519810206798
287,0.71790866970381,5.813609151608812,0.6248455519949083,0.14172708944753282,0.24492652122786115
288,0.861363306763976,4.127221946814747,1.2259921528970286,0.5277887334356138,0.9660206636328674
289,-0.36511476026212164,3.402813639628671,0.8781105724575792,0.5107119835157247,1.0074311042211566
290,3.9554704241710987,5.552771155821996,1.7822641970370379,0.6185358692869258,0.8251256239076851
291,2.858778454671664,7.615685600125413,-0.10965055685140929,0.5745043332971782,0.7176250635785285
292,-1.9335595048663725,1.1370697199631374,0.894507598147678,-0.021812019750424735,0.16351385878480315
293,2.4575204510427593,5.790207185121348,2.440652359600363,0.44886206923648886,0.6519052080078779
